Animal,closure_reason,reason,location,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude
dog,Case Closed. Closed date : 2016-01-13 12:55:36.173 Case Resolved Manuel Cordero's dog bit somone at the Boston Common today 1/9/16. BPD didn't have info on the victim  but will fax report to office. ,Animal Issues,INTERSECTION of Temple Pl & Tremont St  Boston  MA  ,Beacon Hill,14.0,Ward 5,0503,INTERSECTION Temple Pl & Tremont St,,42.355635424137546,-71.06289646915064
dog,Case Closed. Closed date : 2016-01-13 12:57:27.187 Case Resolved Caller got in touch with previous property owners and confirmed that it was their dog. They stated that the dog will be picked up. ,Animal Issues,113 Hancock St  Dorchester  MA  02125,Dorchester,8.0,Ward 15,1504,113 Hancock St,2125.0,42.31199953140268,-71.06391056290562
bat,Case Closed. Closed date : 2016-01-12 15:46:26.557 Case Resolved Officer released 1 brown bat that caller stated had no contact & no pets. ,Animal Issues,6 Primrose St  Roslindale  MA  02131,Roslindale,10.0,Ward 20,2004,6 Primrose St,2131.0,42.29015962409007,-71.1296507595644
dog,Case Closed. Closed date : 2016-01-13 12:58:47.05 Case Resolved Officer brought stray dog to shelter. ,Animal Issues,105 Ceylon St  Dorchester  MA  02121,Dorchester,13.0,14,1401,105 Ceylon St,2121.0,42.30998092962231,-71.07377510724612
dog,Case Closed. Closed date : 2016-01-12 15:43:58.667 Case Resolved Officer patrolled area unable to locate dog ,Animal Issues,INTERSECTION of Morton St & Theodore St  Dorchester  MA  ,Greater Mattapan,9.0,Ward 14,1413,INTERSECTION Morton St & Theodore St,,42.28362434046385,-71.08926659890588
dog,Case Closed. Closed date : 2016-01-13 13:00:39.503 Case Resolved Officer will speak to dog owner and leave a tag if no one is home. ,Animal Issues,15 Waltham St  Roxbury  MA  02118,South End,4.0,Ward 3,0307,15 Waltham St,2118.0,42.34150953451682,-71.06843050690472
dog,Case Closed. Closed date : 2016-01-12 15:43:12.997 Case Resolved Officer spoke the dog owner and he agreed to keep his dog for the 10 days during the quarantine. Owner will call back after the 10 days to states he he still wants to give his dog up ,Animal Issues,61 Eutaw St  East Boston  MA  02128,East Boston,1.0,Ward 1,0107,61 Eutaw St,2128.0,42.37920949154192,-71.037010352767
bat,Case Closed. Closed date : 2016-01-13 09:07:30.47 Case Resolved Bat was in a room under construction. Caller stated that there was no contact and bat was in a area of the house were nobody was sleeping. Officer released the bat outside.  ,Animal Issues,70 Boylston St  Jamaica Plain  MA  02130,Jamaica Plain,11.0,Ward 19,1901,70 Boylston St,2130.0,42.31714458763042,-71.10599364618075
squirrel,Case Closed. Closed date : 2016-01-20 10:31:17.393 Case Resolved This was a storage basement not a living area. Basement was very cluttered  i was unable to locate squirrel. Officer recommended that they call a pest control if they think squirrel is still in basement. ,Animal Issues,24 Brookledge St  Dorchester  MA  02121,Roxbury,13.0,Ward 12,1207,24 Brookledge St,2121.0,42.31013956725928,-71.09035062680601
dog,Case Closed. Closed date : 2016-01-20 10:32:29.907 Case Resolved Once the constituent finds out an address for the dog owner a officer will go out and issue notice. ,Animal Issues,16 Holiday St  Dorchester  MA  02122,Dorchester,8.0,Ward 15,1505,16 Holiday St,2122.0,42.30221954106096,-71.07054059952405
dog,Case Closed. Closed date : 2016-01-20 10:36:07.437 Case Resolved Caller stated there was a dog on neighbor's porch  but didn't belong there. When officer arrived there was a white English Bulldog on back porch. Officer knocked on door and owner of dog came out and stated that he just moved in so a neighbor must have thought his dog was a stray. ,Animal Issues,108 Bayswater St  East Boston  MA  02128,East Boston,1.0,Ward 1,0112,108 Bayswater St,2128.0,42.38390944734983,-71.0023902645899
dog,Case Closed. Closed date : 2016-01-20 10:37:40.577 Case Resolved Officer picked up found dog from 27 Liszt st and  returned her to her owners at 57 Montvale st Roslindale. ,Animal Issues,27 Liszt St  Roslindale  MA  02131,Roslindale,10.0,Ward 20,2009,27 Liszt St,2131.0,42.27722964106803,-71.14000081237593
dog,Case Closed. Closed date : 2016-01-20 10:39:45.9 Case Resolved Arriving at address given by caller  officer was not able to see any loose dog. Caller was unsure where the dog was  thought it went west.  Patrolled around the area and was unable to locate the dog reported. ,Animal Issues,241 Manchester St  Mattapan  MA  02126,Greater Mattapan,7.0,Ward 17,1714,241 Manchester St,2126.0,42.2739095542187,-71.07806068012827
bat,Case Closed. Closed date : 2016-01-20 10:43:03.54 Case Resolved Arriving @ location  caller stated this is the 3rd bat in his home. One was a couple of weeks ago and the second was last week. Caller is doing a lot of work on their home and stuff is everywhere. Caller last saw the bat in his bathroom  when officer went to capture it was not able to locate it. Officer looked everywhere. The caller is getting a pest control company tomorrow to come and try and locate the means by which the bats are getting into their home.  ,Animal Issues,70 Boylston St  Jamaica Plain  MA  02130,Jamaica Plain,11.0,Ward 19,1901,70 Boylston St,2130.0,42.31714458763042,-71.10599364618075
dog,Case Closed. Closed date : 2016-01-20 10:48:02.593 Case Resolved Arriving at 17 Ellis St in Hyde Park  I did observe an open yard leading onto an open porch. I did also observe a black nylon leash that extended from front pole into the front door of the residence. (photo taken) I also observed a rusty metal lead also wrapped around the front post (photo also taken) Knocking at the door  ringing doorbell  no one answered. I did also observed at least 4 cars in the driveway in front of house. While waiting for someone to answer on the front lawn in clear sight was large amounts of dog feces (photo also taken). A hang tag was left for the owner to contact BAC&C. ,Animal Issues,10-12 Ellis St  Hyde Park  MA  02136,Hyde Park,10.0,Ward 18,1819,10-12 Ellis St,2136.0,42.249403637022375,-71.1318198551996
fly,Case Closed. Closed date : 2016-01-20 14:42:59.19 Case Resolved Officer stated that crow was able to fly away. ,Animal Issues,INTERSECTION of Patten St & Rodman St  Jamaica Plain  MA  ,Jamaica Plain,10.0,Ward 19,1907,INTERSECTION Patten St & Rodman St,,42.2931869598692,-71.11460669733533
dog,Case Closed. Closed date : 2016-01-20 10:48:46.633 Case Noted An officer will be sent out to this address to check on the well being of dog ,Animal Issues,29 Taft St  Dorchester  MA  02125,Dorchester,7.0,Ward 13,1308,29 Taft St,2125.0,42.31759952346274,-71.05836053748617
dog,Case Closed. Closed date : 2016-01-20 13:59:50.78 Case Noted When officer arrived the dog was not in the front gated yard  I did attempt to speak with the owner but was unable to. A hang tag asking the owner to contact BAC&C was left. ,Animal Issues,27 Green St  Charlestown  MA  02129,Charlestown,2.0,Ward 2,0205,27 Green St,2129.0,42.37700952539026,-71.06334041632152
dog,Case Closed. Closed date : 2016-01-20 17:47:14.607 Case Resolved The police department ended up driving the dog directly to Angell Memorial Hospital.  It is a female Jack Russell Terrier Mix.   Amanda Kennedy Director of Animal Care and Control City of Boston Inspectional Services Department 1010 Massachusetts Avenue Boston  MA 02118 ,Animal Issues,35 Mount Pleasant Ave  Roxbury  MA  02119,Roxbury,13.0,Ward 8,0804,35 Mount Pleasant Ave,2119.0,42.32712955088123,-71.07973056461195
dog,Case Closed. Closed date : 2016-01-25 09:58:41.373 Case Resolved Officer stated that dog was gone on arrival. ,Animal Issues,45 Bay State Rd  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14.0,Ward 5,0510,45 Bay State Rd,2215.0,42.35015956871755,-71.09490054772566
dog,Case Closed. Closed date : 2016-01-25 10:36:55.27 Case Resolved Officer stated that the injured dog was GOA and caller didn't answer phone. ,Animal Issues,2212 Centre St  West Roxbury  MA  02132,West Roxbury,12.0,Ward 20,2005,2212 Centre St,2132.0,42.274839669910456,-71.15985086205269
squirrel,Case Closed. Closed date : 2016-01-25 10:41:17.88 Case Resolved Officer was unable to locate squirrel upon arrival. ,Animal Issues,28 Harvard St  Charlestown  MA  02129,Charlestown,2.0,Ward 2,0201,28 Harvard St,2129.0,42.37251552546479,-71.06335042683577
dog,Case Closed. Closed date : 2016-01-25 10:43:52.91 Case Resolved Arriving at address to pick up dog  once able to make contact with the caller he stated that the owner of the dog was found and the dog was just rerturned. He was unable to cancel call as he didnt know who to call back as he stated that a friend contacted Boston 311. ,Animal Issues,36 Marine Rd  South Boston  MA  02127,South Boston / South Boston Waterfront,5.0,Ward 7,0702,36 Marine Rd,2127.0,42.33078949550551,-71.03811746290147
dog,Case Closed. Closed date : 2016-01-25 11:00:08.763 Case Resolved A hang tag was left for the dog owner  also Mr. Rowen supplied me with the name and phone number of the management company.  Leaving the building to go to my vehicle I could still hear the barking again non stop. ,Animal Issues,15 Waltham St  Roxbury  MA  02118,South End,4.0,Ward 3,0307,15 Waltham St,2118.0,42.34150953451682,-71.06843050690472
dog,Case Closed. Closed date : 2016-01-26 15:26:04.06 Case Noted Arriving at 27 Green St  the gate to the property was open and there was no dog in the yard.  Officer was unable to contact the dog owner. A hang tag has already been left with no response. A phone call would be the next step. ,Animal Issues,27 Green St  Jamaica Plain  MA  02130,Jamaica Plain,11.0,Ward 19,1906,27 Green St,2130.0,42.31257959741826,-71.11272067137097
dog,Case Closed. Closed date : 2016-01-26 15:38:21.16 Case Resolved Arriving at Glenhill Rd  Mattapan  #20 was not able to be located  only 18 and #22. In the BAC&C data base there is a small white dog that resides at #22. Officer was not able to hear any dog barking and was unable to see in the yard from the street. ,Animal Issues,22 Glenhill Rd  Mattapan  MA  02126,Greater Mattapan,9.0,Ward 18,1801,22 Glenhill Rd,2126.0,42.27757955989839,-71.08230068089433
dog,Case Closed. Closed date : 2016-01-27 11:50:57.63 Case Resolved Animal Care and Control reports  Officer was able to get information on dog owner.  A quarantine notice will be issued out. ,Animal Issues,120 Brookway Rd  Roslindale  MA  02131,Roslindale,10.0,19,1911,120 Brookway Rd,2131.0,42.292339609968735,-71.11949073209186
cat,Case Closed. Closed date : 2016-01-28 11:22:13.587 Case Resolved Feral cat had right front paw stuck on wooden fence.  Cat was freed from being stuck and released. ,Animal Issues,14 Egleston St  Jamaica Plain  MA  02130,Jamaica Plain,11.0,Ward 11,1104,14 Egleston St,2130.0,42.314609580424495,-71.1002906389691
cat,Case Closed. Closed date : 2016-02-02 09:26:30.667 Case Resolved Animal rescue league was notified about this cat being stuck in roof. ,Animal Issues,81 Mclellan St  Dorchester  MA  02121,Greater Mattapan,8.0,Ward 14,1407,81 Mclellan St,2121.0,42.29901955921352,-71.08338063575003
bird,Case Closed. Closed date : 2016-02-03 08:41:23.06 Case Resolved Officer removed the bird from the store & released it in the area. ,Animal Issues,459 W Broadway  South Boston  MA  02127,South Boston / South Boston Waterfront,5.0,Ward 6,0604,459 W Broadway,2127.0,42.3357164634332,-71.04637169713105
dog,Case Closed. Closed date : 2016-02-02 16:04:27.977 Case Resolved Officer responded to above address for a barking dog  when he arrived he spoke to caller and she buzzed him in apartment. Once he got off the 5th floor elevator he heard a dog barking away. Officer knocked on door but no one was home  left a hang tag and license app. ,Animal Issues,26 Worcester St  Roxbury  MA  02118,South End,6.0,Ward 9,0902,26 Worcester St,2118.0,42.3380395459362,-71.07660053329607
skunk,Case Closed. Closed date : 2016-02-02 09:39:15.73 Case Resolved Sick skunk was brought to the shelter. ,Animal Issues,69 Cottage St  East Boston  MA  02128,East Boston,1.0,Ward 1,0101,69 Cottage St,2128.0,42.36735948962977,-71.03535037536736
dog,Case Closed. Closed date : 2016-02-03 08:39:25.19 Case Resolved Dog tied in front of whole foods was returned to owner. owner said there was a medical emergency that's why dog was left there for so long. ,Animal Issues,5 Austin St  Charlestown  MA  02129,Charlestown,2.0,02,0201,5 Austin St,2129.0,42.37566885314442,-71.06509023788524
dog,Case Closed. Closed date : 2016-02-04 08:06:41.77 Case Resolved Officer spoke with dog owner  she said she didn't want the dog anymore and agreed to sign the dog over. Dog was taken to shelter. ,Animal Issues,15 Fenelon St  Dorchester  MA  02121,Roxbury,8.0,Ward 14,1404,15 Fenelon St,2121.0,42.303539554029264,-71.07966061753916
dog,Case Closed. Closed date : 2016-02-05 10:28:48.2 Case Resolved Dog bite reported   quarantine notice will be issued to other dog encountered. ,Animal Issues,227 Beech St  Roslindale  MA  02131,Roslindale,10.0,Ward 20,2009,227 Beech St,2131.0,42.28104964245203,-71.1416208074917
dog,Case Closed. Closed date : 2016-02-05 10:29:48.38 Case Resolved A dog bite was reported at this address  a quarantine will be issued. ,Animal Issues,INTERSECTION of Westbourne St & Beech St  Roslindale  MA  ,Roslindale,10.0,20,2008,INTERSECTION Westbourne St & Beech St,,42.28167446733995,-71.14227022312578
raccoon,Case Closed. Closed date : 2016-02-08 08:34:34.723 Case Resolved Caller was concerned about a raccoon under a fallen tree branch. The raccoon looked fine. Officer thinks he was just seeking shelter from the storm. ,Animal Issues,70 Chesterfield St  Hyde Park  MA  02136,Hyde Park,10.0,Ward 18,1820,70 Chesterfield St,2136.0,42.24161968397355,-71.13750087454993
dog,Case Closed. Closed date : 2016-02-08 08:36:15.007 Case Resolved Officer returned the dog to the owner. ,Animal Issues,194 Arborway  Jamaica Plain  MA  02130,Jamaica Plain,11.0,Ward 11,1109,194 Arborway,2130.0,42.30688960704649,-71.11892069789351
dog,Case Closed. Closed date : 2016-02-10 15:58:06.44 Case Noted Animal Care and Control reports  Responded to the above location. I searched the area  no dog was found ,Animal Issues,196-198 Amory St  Jamaica Plain  MA  02130,Jamaica Plain,11.0,Ward 11,1104,196-198 Amory St,2130.0,42.31695958323433,-71.10238063829084
raccoon,Case Closed. Closed date : 2016-02-10 15:57:18.923 Case Resolved Animal Care and Control reports  Responded to the above location.  The raccoon was not injured.  when I checked it climbed back up the tree. ,Animal Issues,70 Chesterfield St  Hyde Park  MA  02136,Hyde Park,10.0,Ward 18,1820,70 Chesterfield St,2136.0,42.24161968397355,-71.13750087454993
dog,Case Closed. Closed date : 2016-02-08 08:45:05.187 Case Resolved Officer met BPD at the scene   dog was shivering from the cold or nervousness. Dog was brought to animal shelter.  ,Animal Issues,12 Bailey St  Dorchester  MA  02124,Dorchester,8.0,Ward 17,1711,12 Bailey St,2124.0,42.28348954275113,-71.0705306417674
hawk,Case Closed. Closed date : 2016-02-09 09:31:07.163 Case Resolved Injured hawk was brought to the shelter. ,Animal Issues,69 Davison St  Hyde Park  MA  02136,Hyde Park,10.0,Ward 18,1813,69 Davison St,2136.0,42.2576396123204,-71.11746080509683
dog,Case Closed. Closed date : 2016-02-10 15:55:08.953 Case Noted Animal Care and Control reports  At about 5:45 pm I arrived at 270 friend st. I looked in that general area but was unable to locate dog and man. ,Animal Issues,268-274 Friend St  Boston  MA  02114,Boston,3.0,03,0306,268-274 Friend St,2114.0,42.36466639602374,-71.06144749931345
dog,Case Closed. Closed date : 2016-02-10 19:24:31.503 Case Noted Caller reported that this dog was abandoned by an unknown man driving a car. He stopped and let dog out of his car and drove away. Caller was unable to get license plate number.  ,Animal Issues,25 Howard St  Roxbury  MA  02119,Roxbury,13.0,Ward 8,0803,25 Howard St,2119.0,42.32784554447469,-71.0745295516856
dog,Case Closed. Closed date : 2016-02-11 09:31:40.6 Case Resolved Educated the dog owner of anti tether law and he took the dog inside. ,Animal Issues,95 Brunswick St  Dorchester  MA  02121,Roxbury,13.0,Ward 14,1401,95 Brunswick St,2121.0,42.31071955395045,-71.08014060221886
chicken,Case Closed. Closed date : 2016-02-11 09:33:17.0 Case Resolved Officer looked for the stray chicken in area of 500 Canterbury  but was unable to locate. ,Animal Issues,500 Canterbury St  Jamaica Plain  MA  02130,Jamaica Plain,10.0,19,1907,500 Canterbury St,2130.0,42.28747964284296,-71.11031162879183
